1742872762.950432475,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872763.136198850,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872763.348717703,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872763.586809857,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872763.744655786,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872763.937957892,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872764.136352444,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872764.335164055,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872764.528250687,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872764.727804843,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872764.931969182,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872765.129397415,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872765.333548140,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872765.548014497,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872765.736984150,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872765.932801210,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872766.132970227,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872766.347344006,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872766.551946814,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872766.727852253,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872766.932149268,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
